airline;number;scheduledTime;actualTime;status;arrivalAirport;aircraft
Lufthansa;LH 456;1637137500.0;1637137500.0;Departed;KLAX;Boeing 747-8 Intercontinental
Lufthansa;LH 686;1637136600.0;1637137500.0;Departed;LLBG;Airbus A321
Lufthansa;LH 1288;1637137800.0;1637137800.0;Departed;LGTS;Airbus A320-100/200
Lufthansa;LH 1126;1637136600.0;1637138100.0;Departed;LEBL;Airbus A321-100/200
Lufthansa;LH 1276;1637138100.0;1637138100.0;Departed;LMML;Airbus A321
Lufthansa;LH 1260;1637734200.0;1637734200.0;Departed;LOWG;Embraer EMB 190
Lufthansa;LH 96;1637734500.0;1637734500.0;Departed;EDDM;Airbus A320-200 (Sharklets)
Lufthansa;LH 1058;1637735100.0;1637735100.0;Departed;LFMN;Airbus A320-100/200
Lufthansa;LH 1334;1637735400.0;1637735400.0;Departed;LHBP;Airbus A320-100/200
Lufthansa;LH 282;1637735400.0;1637735400.0;Departed;LIPE;Airbus A320-100/200
Lufthansa;LH 1086;1637735700.0;1637735700.0;Departed;LFML;Airbus A320-100/200
Lufthansa;LH 176;1637736300.0;1637736300.0;Departed;EDDB;Airbus A320
Lufthansa;LH 270;1637736300.0;1637736300.0;Departed;LIML;Airbus A319
Lufthansa;LH 976;1637297100.0;1637297100.0;Departed;EIDW;Airbus A320 NEO
Lufthansa;LH 1544;1634960700.0;1634960700.0;Departed;LQSA;Airbus A319
Lufthansa;LH 172;1634960700.0;1634960700.0;Departed;EDDB;Canadair CRJ 900NG
Lufthansa;LH 6332;1634961000.0;1634961000.0;Departed;LOWW;Airbus A320-100/200
Lufthansa;LH 1184;1634960400.0;1634960400.0;Departed;LSZH;Airbus A321-100/200
Lufthansa;LH 1026;1634961600.0;1634961600.0;Departed;LFPG;Airbus A321-100/200
Lufthansa;LH 4;1634961600.0;1634961600.0;Departed;EDDH;Airbus A320-200 (Sharklets)
Lufthansa;LH 900;1634961600.0;1634961600.0;Departed;EGLL;Airbus A320
Lufthansa;LH 9594;1634961600.0;1634961600.0;Departed;LTAI;Boeing 737-800
